startYear,startMonth,startDay,startTime,endYear,endMonth,endDay,endTime,displayDate,headline,text,mediaUrl,mediaCredit,mediaCaption,mediaThumbail,type,group,backgroundUrl,backgroundColor
,,,,,,,,,The year of COVID Cinema,<p> Here goes my description of the timeline </p>,,,,,title,,,
2020,2,2,,2020,12,13,,,Palm Springs International Film Festival,"<p>As we face these challenging and unprecedented times caused by the global COVID-19 pandemic, our organization is fully committed to doing our part in flattening the curve by following the law and guidelines set by the CDC, State of California, Riverside County and the City of Palm Springs.  Based on this, we will not host an in-person festival this June. </p>",https://www.psfilmfest.org/,,Pie de foto ,,,,,
